timestamp,price,price_change,rolling_mean_5,rolling_mean_10,rsi,price_lag_1,price_lag_2
2024-10-05 00:00:00,2416.918405555264,0.029349840999809418,2435.8253913992476,2542.666588847741,36.2099801030394,2348.0048369247397,2365.231040243019
2024-10-06 00:00:00,2415.4038137445546,-0.0006266623677606553,2399.43792381147,2526.3503342658487,36.133625247146504,2416.918405555264,2348.0048369247397
2024-10-07 00:00:00,2438.030912544012,0.009367832687313449,2396.717801802318,2507.0584418193566,39.78933057282452,2415.4038137445546,2416.918405555264
2024-10-08 00:00:00,2422.7506412955013,-0.00626746411207979,2408.221722012814,2479.5142238254466,32.91751509910897,2438.030912544012,2415.4038137445546
2024-10-09 00:00:00,2441.465169620029,0.007724496283497251,2426.9137885518726,2455.6388705812024,34.20132794181866,2422.7506412955013,2438.030912544012
2024-10-10 00:00:00,2367.615096789395,-0.030248259835763847,2417.053126798698,2426.439259098973,34.27414060978471,2441.465169620029,2422.7506412955013
2024-10-11 00:00:00,2381.7817088014776,0.0059834945432191144,2410.3287058100827,2404.8833148107765,30.302843519865462,2367.615096789395,2441.465169620029
2024-10-12 00:00:00,2435.713784369216,0.022643584577226816,2409.8652801751236,2403.291540988721,28.804535612898093,2381.7817088014776,2367.615096789395
2024-10-13 00:00:00,2477.6130275578225,0.017202038867410563,2420.8377574275883,2414.529739720201,34.248023880047555,2435.713784369216,2381.7817088014776
2024-10-14 00:00:00,2466.8607267086663,-0.0043397821732293895,2425.916868845315,2426.415328698594,34.78101586985582,2477.6130275578225,2435.713784369216
2024-10-15 00:00:00,2628.504376157751,0.06552605410551604,2478.094724718986,2447.5739257588425,52.12680415387218,2466.8607267086663,2477.6130275578225
2024-10-16 00:00:00,2602.0760435960988,-0.010054513434093693,2522.153591677911,2466.2411487439967,62.264185106506176,2628.504376157751,2466.8607267086663
2024-10-17 00:00:00,2611.700159182395,0.003698629642274298,2557.350866640547,2483.6080734078355,72.96698428695518,2602.0760435960988,2628.504376157751
2024-10-18 00:00:00,2603.120292334612,-0.0032851653424370575,2582.4523195959046,2501.6450385117464,74.16203189922891,2611.700159182395,2602.0760435960988
2024-10-19 00:00:00,2643.156520987104,0.015380091642474891,2617.711478451592,2521.8141736484536,72.6669245900581,2603.120292334612,2611.700159182395
2024-10-20 00:00:00,2649.979289580214,0.0025812957117505864,2622.006461136085,2550.050592927536,73.25489676180479,2643.156520987104,2603.120292334612
2024-10-21 00:00:00,2742.9591411600395,0.035087010659073714,2650.183080648873,2586.168336163392,76.52888174029577,2649.979289580214,2643.156520987104
2024-10-21 03:16:07,2726.219835592649,-0.00610264488311385,2673.0870159309234,2615.218941285735,76.33508742956019,2742.9591411600395,2649.979289580214
